restaurant,restaurant_slug,category,item_name,description,price_sar,image_file,image_source_url
Drive Coffee,drive-coffee-178337,Hot Beverages,Special Red Tea,Description : .authentic black tea,8,images/47cf1481ba91a541.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/3010eed352e638f86b5cdd70631bb8e8.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Cappuccino,Description : espresso with steamed milk and thick foam.,18,images/186847169e32172e.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/ac1a9e86e39f4f5c00afe7eefcdb5448.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Flat White,Description : espresso with a layer of steamed milk.,16,images/702cf7f1c5937bb3.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/f5fc3c02c8d4db9ad9560d4435511c60.png?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Americano,Description : espresso diluted with hot water.,13,images/c8c480395d694795.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/7bea5f0d315f990806e303401c91c207.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Hot Chocolate,Description : hot chocolate drink,16,images/4e91afb171d710c5.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/d46e4199399a177c5b230b27d7d1006f.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Spanish Latte,"Description : espresso with creamy milk, sweetened with a special blend that delivers a rich and well-balanced flavor.",22,images/61941b8331b6f978.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/16676e8e07227930c7dd8df112577d33.png?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Latte,Description : espresso with steamed milk.,19,images/085979919eb913ad.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/3f0626fcbba8061840b616f42aa7f840.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Cortado,Description : espresso with an equal amount of steamed milk.,15,images/3896d78153716dad.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/c00358f2fa05b8497c27d49864d018ff.png?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Moroccan Mint Tea,Description : black tea with mint.,9,images/2a6c3fbd3a6e3403.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/4f810ed4f78227eb2045e06590a511da.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Hot Beverages,Esspresso,Description : strong and rich concentrated coffee.,10,images/2c2847a06439fe49.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/7e962ec61116fe57e1e7c78da764ad24.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice Latte,"Description : espresso with cold, creamy milk.",19,images/4343361bcfb367c8.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/f74e3c938443a3042eee8c9046b79f9e.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Cantaloupe Smoothie,"Description : cantaloua cold and refreshing drink with natural cantaloupe flavor, perfect for summer days.pe smoothie",17,images/d388d0e20b17c014.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/e3a688e6fee104385400692b9209380b.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice Matcha,Description : iced green matcha tea with milk and sweetener.,24,images/f183f327c17be89d.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/a6fbf5525405f8bbd78e0d4d8b1f9897.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Blue Ocean,Description : blue ocean,0,images/ae2ffbd160817d9c.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/8bc9855b2c88cf16a7c5b07590e85949.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Korean Mojito,Description : korean mojito,0,images/841ea0a733c6c983.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/d9af5a009105dba29d918dd6df1f3f12.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Purple Sky Mojito,Description : purple sky mojito,0,images/0dbb3fb450822fc3.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/1ce11b49a1c9b6894c75915454880815.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice Tea Peach,Description : ice tea peach,19,images/84026c658de0ad19.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/fbdc295807cbdc73a0a05b37e644f3c3.jpg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Sunrise Mojito,Description : sunrise mojito,0,images/5b596464f3935572.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/28b1d3e62b9699b92ee2d0e2833a9fab.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Alfradoo,"Description : shots of espresso shaken over ice, delivering a rich flavour and a smooth texture that refreshes with every sip",15,images/6dd064b0d98d9a2f.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/f1510653afc4d636c21a498f9cd53bc8.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice Hibiscus,Description : iced hibiscus drink.,19,images/d7205137062c50bc.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/413ce262a439a161d24dbfa7f59aa8d9.jpg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Passion Fruit Ice Tea,Description : iced tea with passion fruit flavor.,19,images/527cef78484864d1.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/44d6b0334f5c6caf55fddc57ed88fd8b.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice Americano,Description : espresso diluted with water and served over ice.,15,images/65e1e5e8d484ea0f.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/f9e73882f05b553bb21e449cfb3ed428.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice V60,Description : drip coffee available in two varieties: ethiopian and colombian.,20,images/9af6c2c7888e83e5.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/772bd9380f652c5ef1d12d8e3de4f1b2.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice Spinach Latte,"Description : espresso with creamy milk, sweetened with a special blend that delivers a rich and well-balanced flavor.",22,images/942196feab0437f6.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/a0ca7ee12a04fdeb4bf2f71e3a0422e7.jpeg?width=1440&quality=75&webp=true
Drive Coffee,drive-coffee-178337,Cold Beverages,Ice Coffee Day,Description : ice coffee day,0,images/25f9f817ea7739df.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DCFF/ea8ca03558d1d82045a713ea8cc9f4a8.jpeg?width=1440&quality=75&webp=true
DUKHNYAH,dukhnyah-179877,Desserts,Dukhnyah Dates - 32 Pieces,"Premium dates stuffed with a traditional dukhnyah and natural ghee filling, offering a rich flavor that reflects authentic saudi hospitality, elegantly presented and perfect for gifting and special occasions",89,images/17012f0d4ef70c72.jpg,https://images.deliveryhero.io/image/hungerstation/product/image/2246092?width=1440&quality=75&webp=true
DUKHNYAH,dukhnyah-179877,Desserts,Dukhnyah Dates - 45 Pieces,"Premium dates stuffed with a traditional dukhnyah and natural ghee filling, offering a rich flavor that reflects authentic saudi hospitality, elegantly presented and perfect for gifting and special occasions",109,images/17012f0d4ef70c72.jpg,https://images.deliveryhero.io/image/hungerstation/product/image/2246092?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Limited Time Offers,Party In Your Mouth   Jumbo Size + American Coffee,"A cup of american coffee, hot or iced, served with a soft round baked pastry that melts in your mouth.",27.15,images/5482bcaad7cd16e4.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/dbb44f2cf17673a1aae2afaf783858c2.jpeg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Limited Time Offers,Party In Your Mouth Regular Size (24 Pcs) + Free 1 L Coffee,Free 1l coffee + soft baked round pastries - large box: 24 regular pieces - choose up to 4 flavors.,129,images/241177d72b0b867b.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/275b632ef33419cc8138949dc10ac339.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Value Boxes,Salty Fatayer (6 Pcs) + Party In Your Mouth Mini Size (8 Pcs),6 pieces of salty fatayer and 8 mini pieces of party in your mouth (choose 1 flavour),71,images/9f0647935961b0e6.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/b799f4e2a265096ecabdf602c29fd883.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Value Boxes,Party In Your Mouth Mini Size (8 Pcs) + French Moody Bites (12 Pcs),12 french moody bites and 8 mini pieces of party in your mouth (choose 1 flavour),99,images/0823be4464252c2d.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/71e393f028eefb5ff7cbb70ca81796d9.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Gathering Boxes,Gathering Box   Salty + Sweet + Free Coffee 1 L,Perfect for gatherings - one large box consist of 12 pieces salty fatayer and 16 pieces party in your mouth mini size - choose up to 2 flavors for your sweets.,141.5,images/c757e6dac596542a.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/cbec3a4261d34b88e47c87dc0f84a3de.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Gathering Boxes,Duo Gathering Box Salty + Sweet + Free Coffee 1 L,Perfect for gatherings: two large boxes - consist of 24 pieces salty fatayer and 32 pieces mini party in your mouth - choose up to 4 flavor for your sweets.,255.7,images/5ca5b47bb5e56360.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/a6992473485e27a04a177418677939f9.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Gathering Boxes,Duo Party In Your Mouth   Mini Size + Free Coffee 1 L,Perfect for gatherings: two large boxes of party in your mouth - 64 mini pieces - choose up to 4 flavor per each box.,284,images/2ec095edc833c486.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/2c952e937a89fadfe5315ee319246928.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Gathering Boxes,Duo Party In Your Mouth   Regular Size + Free Coffee 1 L,Perfect for gatherings: two large boxes of party in your mouth - 48 regular pieces - choose up to 4 flavor per each box.,284,images/98552ab0b4d6d82f.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/167d880e2b44941499946d8db2a07aba.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Sweets,Party In Your Mouth   Mini Size (8 Pcs),Soft baked round pastries -small box: 8 mini pieces - choose 1 flavor.,39,images/54d60f29ae82f538.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/6b2b87d5111711ccc8bdbfea18bc1097.png?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Sweets,Party In Your Mouth   Mini Size (16 Pcs),Soft baked round pastries - medium box: 16 mini pieces - choose up to 2 flavors.,69,images/6ce8503394a94b75.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/06ffac3b928204dddfda157df7f9e27f.png?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Sweets,Party In Your Mouth   Mini Size (32 Pcs),Soft baked round pastries - large box: 32 mini pieces - choose up to 4 flavors.,129,images/f597cc75f357ee53.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/ad91f8783a081da5623d8d1984cb3949.png?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Sweets,Party In Your Mouth   Regular Size (6 Pcs),Soft baked round pastries - small box: 6 regular pieces - choose 1 flavor.,39,images/4a470b970bae34bf.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/2febf5dd502ca1814702358256587a27.png?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Sweets,Party In Your Mouth   Regular Size (12 Pcs),Soft baked round pastries - medium box: 12 regular pieces - choose up to 2 flavors,69,images/a9db804aefa1a5bb.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/741625e91b3d9e9218a3159635d9f025.png?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Sweets,French Moody Bites,"Soft gourmet bites, rich in the following assorted flavours: mixed berry, pistachio, and kinder.",55,images/da025078f0c9b60c.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/4d3537c5c1d9969d0088b47e8a6aaeb7.png?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Salty,Salty Fatayer,"Assortment of three fillings: halloumi cheese cream with thyme flavor, spinach and muhammara lightly spiced with sumac, and eggplant and muhammara with sumac and pistachio sauce - small box: 6 pieces - medium box: 12 pieces - large box: 24 pieces",31,images/d38f17bebc11ec66.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/a04a756b36e49fd52cd094b9b2bb4b5f.png?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Eat Ha Coffee,Eat Ha Coffee 1 L,"1l of american coffee, served hot or cold, with 4 cups.",39,images/d54bea5e4a6284ea.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/1dccdbff393015549d25e606755ed6cd.jpg?width=1440&quality=75&webp=true
Eat Ha,eat-ha-136342,Eat Ha Coffee,Eat Ha Coffee Cup,Cup of american coffee served hot or iced.,12,images/9b25fe1d60842b66.jpg,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-EH/7ee12b4eb30ce50de6742dcc71b7c728.png?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Ara Cheesecake,"Cheesecake with a smooth, creamy texture and rich flavor",29,images/96d22dddfefc8d5b.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/ba17e2fd8f3665bcb41a48c826c21cba.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Matilda Cake,Chocolate cake with rich layers and chocolate cream,34,images/a747978409e777e0.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/011a638d218227b7bdb1b0fb8daa26ca.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Layers Cake,Multi-layered cake with rich cream,26,images/af9a5101e6e4f7e8.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/1a5746361f55e71b06aae006c05bf1d8.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Rich Cake,Rich chocolate cake with a soft texture,34,images/798a6a86a0e05b0f.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/6c339e12fcd1dc1a45d74299d1498f2e.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Cloudy,Light creamy dessert with a smooth texture,33,images/558e9dc299ef93c4.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/530f1d996087c86d77a7c248736ddddd.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Creamy,Creamy dessert with a rich flavor and velvety texture,32,images/f1ae17751522330c.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/0aeecc0ccd81c9b251fe40c727737f89.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Brownie,"Chocolate brownie with a dense, fudgy texture",11,images/c9592815dd715bac.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/58b323d7ee02bbbc8afa147ee486e6c3.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Cookies,Fresh cookies with chocolate chunks,15,images/a3ad58ed54066ed7.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/750730b8d632e9c613c6a438ed4fbd0d.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Mini Cheesecake,"Mini cheesecake with a smooth, creamy texture",15,images/fa2621d1cc736493.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/869f0605c17f50223d5e0749445c5a20.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Lemon Cake,Light sponge cake with a refreshing lemon flavor,10,images/ebf484bcde143092.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/d66ee8b8220ab9f71e88cd7ffd62d92b.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Chocolate Cake,Soft chocolate cake with a rich flavor,10,images/d3c6339d50115eae.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/30db818f1fec1e66f555db3858d5cb63.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Marble Cake,Marble cake with vanilla and chocolate,10,images/0c517923a02f69c2.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/3fc7c02716569a76cc3621974fe4386a.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Chicken Sandwich,Fresh bread filled with chicken and vegetables,14,images/3febf9e16dc2f30d.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/2508b0f48d45b6ebec655ceadf961c42.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Tuna Sandwich,Fresh bread filled with tuna and fresh vegetables,14,images/423f09b17faa85fd.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/006516dcd5454fbeaaac7846357a72b7.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Feta Sandwich,Fresh bread filled with feta cheese and vegetables,14,images/4050c70ff686dcd9.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/71224e977931b9f6ee3d66415037a05c.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Halloumi Sandwich,Fresh bread filled with grilled halloumi cheese,14,images/030002f0924f2b91.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/88a48e67f031d16e405d4cdd8f89cf02.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Basbousa,Soft semolina basbousa prepared with ghee and syrup,12,images/b32a3dc07c95f6e1.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/6b1569e9a79e13dbd93afcc776b6569d.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Kinder Cookies,Cookies filled with kinder chocolate,24,images/80a337d370e658d8.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/9f82639a5bf59adebcc079e793d548e2.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Madrid Cheesecake,Signature cheesecake with a creamy texture,30,images/29b2e3e337ea0834.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/d5300224f0c15ecc87fcdfa85a3099ef.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Caramel Sauce,Rich caramel sauce for desserts,6,images/6c6c13e90dcffb49.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/54e5e207c2631af113b8661f23363cdb.jpg?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Chocolate Sauce,"Rich, smooth chocolate sauce with a delicious flavor",7.5,images/85a4566b4b7af6a9.jpg,https://images.deliveryhero.io/image/hungerstation/menus/menuitem/hsimg-5400488?width=1440&quality=75&webp=true
Era,era-189684,Desserts & Pastries,Cookies Scoop,Warm cookies served with a scoop of ice cream,23,images/642971945fa567fa.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/43ae008249fcd86cc716fc6509633a64.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Espresso,A concentrated shot of espresso with a rich flavor and full body,13,images/f86b10e2e4bc44f7.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/5f0e809f04f950dbfa9d06c371894f18.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Hot Americano,Espresso blended with hot water for a balanced flavor,14,images/2c1d8e198115ba62.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/c4fc53fb927264348de6057c3b3e18da.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Flat White,Espresso with steamed milk and smooth foam,19,images/6a71b75d4b9376dd.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/4325e7898465676e1840ae0e179587c6.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Cappuccino,Espresso with steamed milk and thick milk foam,19,images/2e89a7775bbcd7b9.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/7141df15d083df66ccc450e81ef87464.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Hot Latte,Espresso with steamed milk and a creamy texture,19,images/d49e74bfc0f01ade.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/4e897485f2b29300be985e65f072d066.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Hot Spanish Latte,Espresso with milk and sweetened condensed milk,21,images/5e647ec78a23421a.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/7f72ec124c0722429938565ee048dff8.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Saudi Coffee With Cardamom,Traditional arabic coffee infused with cardamom,11,images/d038b1d88154cec1.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/338bdfc72f1554203c7d3a8721d43ca5.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Coffee Of The Day (Small Hot),Freshly brewed coffee of the day,9,images/6332dc7c0bb2d612.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/03c24a68bb1cbc3788c442a53b932fca.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Coffee Of The Day (Large),Large coffee of the day,15,images/6332dc7c0bb2d612.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/03c24a68bb1cbc3788c442a53b932fca.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Hot Drip Coffee (Small),Hot pour-over coffee with a balanced flavor,19,images/1079bc119e86c495.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/ac46f83dbdf863e0137bd2d96483c642.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Hot Drip Coffee (Large),Large hot pour-over coffee with a rich flavor,25,images/fc3eb054ab11a0bd.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/d077da6346aef25c1a0e5e927b921ed0.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Cortado,Espresso blended with steamed milk in a balanced ratio,17,images/b85b233e7ee160bb.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/8553a11eda537a5de27b4f8074056f4b.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Black Tea,Freshly brewed black tea with a classic flavor,11,images/b9397d36d837d6e6.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/f3a5d779a1d71a546ad249fd18f24ae4.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Green Tea,Green tea with a light and refreshing flavor,9,images/ed721095db4bc5ad.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/04357bc91f70b0ef97733e08509eebf4.jpg?width=1440&quality=75&webp=true
Era,era-189684,Hot Beverages,Classic Hot Chocolate,"Hot chocolate with a rich, creamy texture",22,images/b92501c660fc9df6.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/1535da12c6520a51fce89ee0031f2b34.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Iced Latte,Iced espresso with milk,19,images/b12a658072c8eb09.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/69edcbb0ea794eddea344ab8bfa639cc.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Iced Americano,"Iced americano with espresso, water, and ice",18,images/2f0d21da1b5c9bce.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/5b1df65cbeeb7cb9ea674f076288f8bf.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Iced Spanish Latte,Iced espresso with milk and sweetened condensed milk,21,images/b9c7038999a63f8a.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/4da3d6dc5ed8039f4006e09373fce253.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Iced Pistachio Latte,Iced espresso with milk and pistachio sauce,27,images/ff9ab958b45037a2.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/cb05809d71a976886d0eea637034f1bb.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Passion Fruit Mojito,"Refreshing passion fruit, mint, and lemon drink",22,images/fa5d4f2f42a301f8.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/edf8ae40d3221e13e90443c8bff6275d.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Mixed Berry Mojito,"Refreshing mixed berry, mint, and lemon drink",22,images/96917e9888293154.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/36305c8757f6872fa59d28522f506ed6.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Pomegranate Mojito,"Refreshing pomegranate, mint, and lemon drink",22,images/7df9ba5ca7449d8d.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/f2d20e8951f5092d734a8f1f6bc6767d.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Hibiscus,Refreshing iced hibiscus drink with a natural flavor,21,images/64368319fa01e310.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/82204a14abae4fb16798bc5388a80681.jpg?width=1440&quality=75&webp=true
Era,era-189684,Cold Beverages,Matcha Tea,Japanese matcha blended with milk,24,images/e9109aa85cfa42e1.jpg,https://images.deliveryhero.io/image/hungerstation/menuitem/image_url_ref/6b841a7a7a8329ebb768da28f78285f4.jpg?width=1440&quality=75&webp=true
